Unnamed: 0,Titulo,Categoria,Autor,Data,URL,Noticia,Label,Subtitulo
51247,"
  Publicações não mostram documentos sobre o coronavírus testado como arma biológica",saúde,AFP Brasil,19 maio 2021 às 19:21,https://checamos.afp.com//publicacoes-nao-mostram-documentos-sobre-o-coronavirus-testado-como-arma-biologica,"“bomba: documentos mostram coronavírus sendo testado como arma biológica 5 anos antes da pandemia por chineses”, diz o texto de uma das publicações compartilhadas no facebook (1, 2), no instagram (1, 2) e no twitter (1, 2), que compartilham um vídeo da rede australiana sky news ou fazem referência a ele, com a captura da apresentadora markson. esse conteúdo também circulou em sites (1, 2).",1,"Publicações que alegam que documentos mostram que o coronavírus foi testado como arma biológica pela China antes da pandemia foram compartilhadas mais de 3,3 mil vezes desde 9 de maio de 2021 nas redes sociais. Essa afirmação se baseia em um vídeo no qual a apresentadora do jornal australiano Sky News, Sharri Markson, menciona um livro acadêmico chinês que discute o uso de patógenos como estratégia de ataque. No entanto, ela não cita qualquer trecho afirmativo sobre uma produção de armamento biológico pela China. Envie-nos por WhatsApp Email"
50819,"
  Vídeo de Rui Costa, Jaques Wagner e Otto Alencar dançando forró é anterior à pandemia",política,AFP Brasil,18 junho 2021 às 18:12,https://checamos.afp.com//video-de-rui-costa-jaques-wagner-e-otto-alencar-dancando-forro-e-anterior-pandemia,"“a turma do fique em casa e da cpi da cloroquina todos sem mascaras no forró no final de semana na bahia”, diz o texto que acompanha a gravação no facebook (1, 2, 3), twitter (1, 2, 3) e instagram. o conteúdo começou a circular após o governador da bahia, rui costa, proibir os festejos de são joão, tradicionalmente realizados no mês de junho, para conter a propagação do novo coronavírus. medidas restritivas do tipo têm sido criticadas pelo presidente jair bolsonaro, que diz defender o “direito de ir e vir”.",1,"Um vídeo em que o governador da Bahia, Rui Costa (PT), o ex-governador do estado Jaques Wagner (PT) e o senador Otto Alencar (PSD) são vistos dançando em uma festa, sem usar máscaras de proteção contra a covid-19 ou respeitar o distanciamento social, foi visualizado mais de 9 mil vezes em redes sociais desde o último dia 15 de junho. Segundo as publicações, as imagens foram feitas “no final de semana”. Isso é falso: o vídeo foi gravado em maio de 2018, mais de um ano antes da identificação do novo coronavírus.Envie-nos por WhatsApp Email"
51293,"
  Vídeo não mostra vacinação “sem agulha” em Israel, mas simulação para produção de imagens",saúde,"Katarina SUBAŠIĆ, AFP Belgrado",6 janeiro 2021 às 20:39,https://checamos.afp.com//video-nao-mostra-vacinacao-sem-agulha-em-israel-mas-simulacao-para-producao-de-imagens,"“cadê a agulha? me engana que eu gosto. se nem eles tem coragem de tomar a vacina chinesa imagina eu”, diz uma das postagens, compartilhadas mais de 203 mil vezes no facebook (1, 2, 3), instagram (1, 2, 3) e twitter desde 26 de dezembro de 2020. as publicações acompanham um vídeo de 29 segundos no qual uma profissional de saúde parece aplicar uma vacina em um homem que fala hebraico. não é possível ver uma agulha e a enfermeira não aperta o êmbolo da seringa para administrar o imunizante. “são capazes de tudo para vender a vacina que eles mesmos não confiam... tire suas conclusões!”, diz outro usuário.",1,"Um vídeo em que uma profissional de saúde parece aplicar uma vacina sem utilizar uma agulha foi compartilhado centenas de milhares de vezes em redes sociais desde o final de 2020 para questionar a veracidade das campanhas de imunização contra a covid-19. No entanto, o vídeo foi cortado e tirado de contexto. Na versão completa, o oficial israelense Beni Ben Muvchar primeiro recebe a vacina, depois simula o momento novamente para gravar uma mensagem citando o serviço de saúde responsável pela vacinação.Envie-nos por WhatsApp Email"
43338,É #FAKE que Papa disse para todos fazerem a oração 'Estou vacinado com o sangue de Cristo e nenhum vírus pode tocar-me',," Por Roney Domingos, G1 ", 05/05/2020 13h31 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/05/05/e-fake-que-papa-disse-para-todos-fazerem-a-oracao-estou-vacinado-com-o-sangue-de-cristo-e-nenhum-virus-pode-tocar-me.ghtml,"circula nas redes sociais uma mensagem que diz que o papa francisco pediu a todos que façam a seguinte oração em mente: ""estou vacinado com o sangue de cristo: nenhum vírus pode tocar-me"". .",1,"Declaração não aparece em nenhum dos pronunciamentos oficiais do Papa Francisco neste ano. Além disso, Santa Sé garante que se trata de mensagem falsa e que o papa jamais fez tal pedido aos fiéis."
43223,É #FAKE que vacina contra o coronavírus a ser testada no Brasil só foi ministrada em macacos,," Por Roberta Pennafort, CBN ", 19/06/2020 15h06 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/06/19/e-fake-que-vacina-contra-o-coronavirus-a-ser-testada-no-brasil-so-foi-ministrada-em-macacos.ghtml,"circula nas redes sociais que a coronavac, vacina contra o coronavírus da farmacêutica chinesa sinovac, que será testada em 9 mil voluntários brasileiros, nunca foi ministrada em humanos, só tendo passado por testes clínicos e com macacos. .",1,"CoronaVac, que será aplicada em 9 mil voluntários no país, já passou por teste com 743 chineses."
43103,É #FAKE que foto mostre Maia ao lado de Pezão em festa no meio da pandemia,," Por Roney Domingos, G1 ", 08/09/2020 20h13 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2020/09/08/e-fake-que-foto-mostre-maia-ao-lado-de-pezao-em-festa-no-meio-da-pandemia.ghtml,"circula pelas redes sociais uma foto que mostra o ex-governador do rio de janeiro luiz fernando pezão ao lado do presidente da câmara dos deputados, rodrigo maia, e do pai dele, o ex-prefeito do rio césar maia. uma legenda diz: ""festinha desse final de semana. aniversário na casa do pezão (em prisão domiciliar) com convidados ilustres. olha o presidente da câmara aí"". .",1,"Imagem, na verdade, foi feita em março de 2018, em Volta Redonda, antes da prisão do ex-governador e muito antes da pandemia do novo coronavírus. Pezão cumpre prisão domiciliar desde dezembro de 2019."
42935,É #FAKE que vídeo mostre Kamala Harris fingindo tomar vacina contra Covid-19,," Por Roney Domingos, G1 ", 05/01/2021 15h00 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/01/05/e-fake-que-video-mostre-kamala-harris-fingindo-tomar-vacina-contra-covid-19.ghtml,"circula pelas redes sociais um vídeo acompanhado de uma legenda que afirma que a vice-presidente dos estados unidos, kamala harris, fingiu receber a vacina contra a covid-19. o vídeo destaca, com imagens de baixa resolução e em câmera lenta, o momento em que a enfermeira manipula a seringa após aplicar a vacina, dizendo que tudo não passou de uma farsa. .",1,"Mensagem falsa deturpa vídeo verdadeiro para alegar que a agulha dobra e que a vacinação não ocorreu. Especialistas em seringas afirmam que imagens mostram dispositivo que encapa a agulha, que ele é comum e recomendado e que não houve nenhuma simulação."
42918,É #FAKE que vacina contra Covid-19 tem chip líquido e inteligência artificial para controle populacional,," Por Roney Domingos, G1 ", 27/01/2021 08h48 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/01/27/e-fake-que-vacina-contra-covid-19-tem-chip-liquido-e-inteligencia-artificial-para-controle-populacional.ghtml,"circulam pelas redes sociais mensagens em áudio e vídeo que afirmam que as vacinas contra a covid-19 têm um chip em forma líquida que vem com uma codificação que traz uma leitura para inteligência artificial, permitindo, assim, controlar os vacinados. diz ainda que ""é como se fosse um chip, mas de forma líquida, que é o plasma"". .",1,"Especialistas em chip, inteligência artificial e microbiologia rebatem teoria da conspiração com provas."
42854,É #FAKE que vídeo mostra multidão em protesto contra morte de PM na Bahia,," Por Marlen Couto, O Globo ", 30/03/2021 18h20 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/03/30/e-fake-que-video-mostra-multidao-em-protesto-contra-morte-de-pm-na-bahia.ghtml,"um vídeo com uma multidão andando na rua tem sido compartilhado em redes sociais e em grupos bolsonaristas no whatsapp e no telegram como se mostrasse um protesto de policiais militares contra o governador da bahia, rui costa (pt), após a morte do soldado wesley góes no último domingo. o pm atirou contra colegas em salvador, no último domingo, em um surto psicótico. as legendas que acompanham as imagem afirmam que os policiais se dirigiam à sede do governo do estado. a mensagem, no entanto, .",1,"Imagens, na verdade, são antigas, de 2015. E elas mostram torcedores do Corinthians, em São Paulo."
42846,É #FAKE que quase toda a população de Serrana já foi imunizada e ainda assim mortes por Covid-19 explodiram na cidade,," Por Gabriel Gabira, TV Globo ", 05/04/2021 20h46 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/04/05/e-fake-que-quase-toda-a-populacao-de-serrana-ja-foi-imunizada-e-ainda-assim-mortes-por-covid-19-explodiram-na-cidade.ghtml,"circula pelas redes sociais uma mensagem que diz que o projeto de vacinação em massa da população maior de 18 anos de serrana, no interior de sp, contra a covid-19 foi concluído e o resultado é preocupante. a publicação diz que 96% da população foi imunizada com a coronavac e, junto do boletim epidemiológico da cidade, sugere que as mortes estão aumentando por causa disso. a mensagem .",1,"Publicação falsa sugere que 96% da cidade foi imunizada e, mesmo assim, o número de mortes só cresce. Butantan informa que o estudo ainda não terminou e que maioria das pessoas do município não tomou as duas doses da Coronavac."
42840,É #FAKE que foto de repórter com macacão e cinegrafista sem proteção revele farsa da Covid-19 propagada pela mídia,," Por Thaís Matos, G1 ", 12/04/2021 13h29 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/04/12/e-fake-que-foto-de-reporter-com-macacao-e-cinegrafista-sem-protecao-revele-farsa-da-covid-19-propagada-pela-midia.ghtml,circula pelas redes sociais a foto de uma repórter com macacão e máscara filmada por um cinegrafista que não usa a proteção. mensagens dizem que a imagem prova o exagero da mídia em relação à gravidade da pandemia e que expõe a farsa da covid-19. .,1,"Imagem é de reportagem feita no Líbano, em março de 2020, para mostrar fábrica de trajes contra o coronavírus feitos com materiais alternativos. País passa por crise econômica e roupa visava contornar dificuldade de importação de trajes médicos."
42760,É #FAKE que Christian Eriksen tomou vacina da Pfizer semanas antes de mal súbito em jogo da Eurocopa,," Por Gisele Barros, O Globo ", 14/06/2021 12h46 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/06/14/e-fake-que-christian-eriksen-tomou-vacina-da-pfizer-semanas-antes-de-mal-subito-em-jogo-da-eurocopa.ghtml,"circula pelas redes sociais uma publicação que afirma que o jogador dinamarquês christian eriksen, de 29 anos, recebeu uma dose da vacina da pfizer contra a covid-19 e que a imunização foi a causa para o mal súbito que ele sofreu durante partida na eurocopa contra a finlândia no sábado (12). a afirmação .",1,Publicação com conteúdo falso diz que 'médico-chefe e cardiologista confirmou via rádio italiana que Eriksen havia recebido a vacina Pfizer em 31 de maio'. O diretor-executivo da Inter de Milão confirma que jogador não teve Covid-19 e não foi vacinado.
42744,É #FAKE foto que mostra Xuxa com camiseta com a inscrição 'Fora Bolsonaro' ao ser vacinada,," Por Roney Domingos, G1 ", 24/06/2021 17h43 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/06/24/e-fake-foto-que-mostra-xuxa-com-camiseta-com-a-inscricao-fora-bolsonaro-ao-ser-vacinada.ghtml,"circula pelas redes sociais uma foto em que a apresentadora xuxa usa uma camiseta com a inscrição ""fora bolsonaro"" ao receber a vacina contra a covid-19. ela .",1,"Vídeo publicado pela apresentadora mostra o mesmo profissional de saúde e os detalhes do cenário que aparecem na imagem falsa, com uma diferença: a camiseta preta, sem qualquer inscrição."
42625,É #FAKE cronograma de divulgação de cepas do novo coronavírus atribuído à OMS,," Por Roney Domingos, G1 ", 28/09/2021 16h34 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/09/28/e-fake-cronograma-de-divulgacao-de-cepas-do-novo-coronavirus-atribuido-a-oms.ghtml,circula em redes sociais uma mensagem que mostra uma tabela com os nomes das variantes do vírus sars-cov-2 e um calendário que estabelece as respectivas datas de divulgação delas. a figura circula junto à alegação de que o cronograma foi feito pela organização mundial da saúde (oms) e outras entidades com objetivo de tornar a vacinação periódica e intoxicar as pessoas com grafeno para rastreá-las pelo 5g. .,1,"OMS afirma que a tabela é falsa. Site da entidade mostra que o rastreamento de variantes é feito de forma séria, científica e transparente, com vários parceiros globais. Outras organizações citadas na imagem também desmentem o boato, que já foi checado por diversas agências ao redor do mundo."
42504,É #FAKE imagem de capa da Time em que soldado armado usa emblema da OMS,," Por Roney Domingos, g1 ", 24/01/2022 07h29 ,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2022/01/24/e-fake-imagem-de-capa-da-time-em-que-soldado-armado-usa-emblema-da-oms.ghtml,"circula pelas redes sociais uma imagem que imita a capa da revista time com destaque para a foto de um soldado armado que tem no uniforme o logo da organização mundial de saúde (oms). um título em inglês ao lado da figura afirma: ""equipe de resposta à covid da oms"". .",1,Imagem não consta em acervo da revista. OMS afirma que não tem um grupo armado para responder à Covid-19. Artista plástico reivindica a criação da imagem e mostra no Youtube como foi feita.
43518,É #FAKE que vídeo de bola de luz em trilhos mostre relâmpago globular,, Por G1 , 22/01/2020 12h42 ,https://g1.globo.com/fato-ou-fake/noticia/2020/01/22/e-fake-que-video-de-bola-de-luz-em-trilhos-mostre-relampago-globular.ghtml,"circula pelas redes sociais um vídeo que mostra uma esfera azul brilhante que se movimenta sobre os trilhos de uma linha de trem e em seguida explode. um texto afirma que o vídeo mostra um raio ou relâmpago globular registrado em lanzhou, na china. a mensagem .",1,"Vídeo foi feito com ferramentas de computação gráfica, mas passou a circular com textos que dizem se tratar de fenômeno meteorológico."
43491,É #FAKE mensagem em vídeo que diz que prender braço por um minuto vale como teste de pressão arterial,," Por Roney Domingos, G1 ", 10/03/2020 17h58 ,https://g1.globo.com/fato-ou-fake/noticia/2020/03/10/e-fake-mensagem-em-video-que-diz-que-prender-braco-por-um-minuto-vale-como-teste-de-pressao-arterial.ghtml,"circula pelas redes sociais uma mensagem em vídeo que mostra uma pessoa pressionando um dos braços contra um armário por um minuto. logo depois, o braço sobe espontaneamente até a altura do ombro. uma pessoa descreve o exercício como um teste para saber se a pressão arterial está alta ou baixa. a mensagem .",1,Vídeo diz que braço atinge sozinho a altura necessária para atestar resultado. Especialistas refutam orientações. Diretor da Sociedade de Cardiologia do Estado de São Paulo diz que não há nenhuma comprovação científica no método e afirma que sintomas narrados também não correspondem à verdade.
42994,É #FAKE mensagem que diz ser possível alterar o voto caso mesário não entregue o comprovante ao eleitor,," Por Laís Modelli, G1 ", 15/11/2020 17h40 ,https://g1.globo.com/fato-ou-fake/noticia/2020/11/15/e-fake-mensagem-que-diz-ser-possivel-alterar-o-voto-caso-mesario-nao-entregue-o-comprovante-ao-eleitor.ghtml,"circula nas redes sociais uma mensagem que diz que os mesários não têm entregado nte de votação ao eleitor para, assim, poder alterar o voto da pessoa. é#fake.",1,"Texto que circula nas redes sociais também dá a entender que o mesário é obrigado a fornecer o comprovante da votação. Segundo o TSE, cada eleitor precisa solicitar ao mesário o documento caso queira recebê-lo em razão da pandemia. Também é possível pedi-lo pelo site do tribunal."
45572,"Crivella oscila ao falar de estacionamento; Pedro Paulo, de ar em ônibus; e Freixo, de tarifa zero",,"Cristina Tardáguila, Clara Becker, Raphael Kapa e Juliana Dal Piva",23.09.2016 - 06h00,https://lupa.uol.com.br/jornalismo/2016/09/23/propostas-flutuantes-rj,"vou usar, inclusive, o modelo do uber para a saúde, a habitação, a segurança, o transporte. o usuário vai me dizer qual é a dificuldade que ele tem - indio da costa",1,
45848,Erros e acertos de Jair Bolsonaro no Jornal Nacional e no Jornal das 10,,"Chico Marés, Clara Becker, Leandro Resende, Nathália Afonso e Plínio Lopes",28.08.2018 - 21h52,https://lupa.uol.com.br/jornalismo/2018/08/28/jair-bolsonaro-tv-globo,temos aproximadamente 10 mil cubanos aqui [no programa mais médicos] - jair bolsonaro,1,
46572,Greta Thunberg não vive com terrorista nem foi abandonada pelo pai,,Chico Marés,25.09.2019 - 18h03,https://lupa.uol.com.br/jornalismo/2019/09/25/verificamos-greta-terrorista,ela [greta] nunca teve infância pois o pai cientistas social gay foi morar com o namorado na alemanha mostram publicações no facebook,1,
47059,Homens em vídeos contra problemas econômicos da quarentena não são o ‘dono do Carrefour’,,Maurício Moraes,31.03.2020 - 20h48,https://lupa.uol.com.br/jornalismo/2020/03/31/verificamos-dono-carrefour-coronavirus,"circulam pelas redes sociais dois vídeos com depoimentos que criticam os problemas econômicos causados pelas medidas adotadas para enfrentar a pandemia de covid-19, doença causada pelo novo coronavírus. eles falam sobre o impacto dessas decisões sobre os trabalhadores, como demissões e o corte de salários causados pela paralisação de atividades econômicas. as gravações mostram dois homens diferentes, que são identificados como o “dono do carrefour”. por meio do projeto de verificação de notícias, usuários do facebook solicitaram que esse material fosse analisado. confira a seguir o trabalho de verificação da lupa:",1,
44814,É falso que FDA liberou hidroxicloroquina para todos os pacientes com Covid-19,,Maurício Moraes,13.04.2020 - 18h50,https://lupa.uol.com.br/jornalismo/2020/04/13/verificamos-fda-liberou-hidroxicloroquina-todos-pacientes-covid-19,tanto [a hidroxicloroquina funciona] que a empresa vai doar 130 milhões de doses compartilhado por post no facebook,1,
46594,É falso que dados de cartórios ‘comprovam’ que não há pandemia,,Maurício Moraes,04.05.2020 - 19h27,https://lupa.uol.com.br/jornalismo/2020/05/04/verificamos-dados-cartorios-pandemia,"no dia 20/04, embora a televisão tenha alardeado a existência de uma mortandade avassaladora no estado de são paulo, os cartórios registraram apenas um único óbito como suspeito de covid-19 compartilhado por post no facebook",1,
47168,É falso que distribuição de ivermectina permitiu que a África controlasse pandemia de Covid-19,,Ítalo Rômany,06.08.2020 - 17h05,https://lupa.uol.com.br/jornalismo/2020/08/06/verificamos-ivermectina-africa-covid,"circula nas redes sociais um vídeo de um médico que afirma que, por causa da ivermectina, a pandemia de covid-19 está sob controle na áfrica. o especialista diz ainda que o medicamento tem demonstrado eficácia quando é utilizado nos primeiros sintomas do novo coronavírus. por meio do projeto de verificação de notícias, usuários do facebook solicitaram que esse material fosse analisado. confira a seguir o trabalho de verificação da lupa:",1,
45750,"Belo Horizonte: em sabatinas, candidatos erram sobre pandemia e educação",,Ígor Passarini e Marcela Duarte,13.10.2020 - 12h19,https://lupa.uol.com.br/jornalismo/2020/10/13/belo-horizonte-sabatinas,belo horizonte gastou aproximadamente r$ 200 milhões para reconstruir a cidade [após as enchentes de janeiro de 2020] - alexandre kalil (psd),1,
46924,Salvador: candidatos citam dados falsos sobre saúde e gestão em sabatinas Folha/UOL,,"Leandro Resende, Nathália Afonso
e Raphael Kapa",25.10.2018 - 21h35,https://lupa.uol.com.br/jornalismo/2020/10/19/salvador-sabatina-eleicoes,"""(...) ele [rui costa] tem uma avaliação superior a 70% do nosso estado"" - major denice (pt)",1,
46043,Candidatos de Curitiba exageram sobre gestão da pandemia em sabatinas Folha/UOL,,Gustavo Queiroz,22.10.2020 - 12h30,https://lupa.uol.com.br/jornalismo/2020/10/22/eleicoes-sabatina-folha-curitiba,"curitiba caiu no ranking do ideb da primeira posição entre as capitais para a quarta posição - goura nataraj (pdt), candidato a prefeito de curitiba",1,
44824,"No Senado, Kassio Marques cita dados falsos sobre pós-graduações e decisões no TRF1",,"Ígor Passarini, Ítalo Rômany
e Jessica de Almeida",23.10.2020 - 11h40,https://lupa.uol.com.br/jornalismo/2020/10/23/kassio-marques-sabatina,"em nenhum momento eu autorizei obra [estrada pelo parque guajurá-mirim] (...) o que eu autorizei foi apenas a passagem fiscalizada entre 8h e 18h, para passar pessoas, alimentos e medicamentos - kassio nunes marques",1,
46688,Fortaleza: Heitor Férrer erra ao comentar dados sobre câncer de mama e Covid-19,,Emanuel de Macêdo,27.10.2020 - 16h00,https://lupa.uol.com.br/jornalismo/2020/10/27/fortaleza-heitor-ferrer-covid-19,"“nós, estado do ceará e cidade de fortaleza, fomos o pior estado e município no número de mortes por habitantes [pela covid-19].” - heitor férrer (solidariedade)",1,
44429,OMS não disse que isolamento sem restrições da Suécia é ‘modelo a ser seguido’,,Por Carol Macário,02.03.2021 - 19h13,https://lupa.uol.com.br/jornalismo/2021/03/02/verificamos-oms-lockdown-suecia,"circula pelas redes sociais que a organização mundial da saúde (oms) afirmou que a suécia estabeleceu um modelo de combate à pandemia que deveria ser seguido. de acordo com a publicação, o país não realizou lockdown e, por isso, seria um bom exemplo para outros países. por meio do projeto de verificação de notícias, usuários [ ]",1,
44424,Paulo Guedes não gastou R$ 120 mil com Viagra,,Por Carol Macário,04.03.2021 - 15h11,https://lupa.uol.com.br/jornalismo/2021/03/04/verificamos-paulo-guedes-viagra,"circula pelas redes sociais que o ministro da economia, paulo guedes, gastou r$ 120 mil com a compra de viagra, fármaco indicado para tratamento de disfunção erétil. a publicação usa a imagem congelada de um telejornal do canal cnn onde a suposta denúncia foi veiculada. por meio do projeto de verificação de notícias, usuários do [ ]",1,
45729,"Para atacar isolamento, Bolsonaro mente sobre OMS, atestados de óbito e STF",,Ítalo Rômany,19.03.2021 - 15h20,https://lupa.uol.com.br/jornalismo/2021/03/19/isolamento-bolsonaro-mente,“o japão não teve fique em casa” - jair bolsonaro (sem partido),1,
46781,Mandetta cita dados incorretos sobre vacinas e testagem em massa na CPI da Covid,,Chico Marés e Nathália Afonso,19.07.2018 - 14h00,https://lupa.uol.com.br/jornalismo/2021/05/05/mandetta-vacinas-testagem-cpi-da-covid,"“(...) porque a orientação dele [tedros], quando ele fala vamos testar 100% da população do mundo, ela seria inexequível” - luiz henrique mandetta, ex-ministro da saúde",1,
47183,É falso que OMS tenha criado cronograma de futuras cepas do novo coronavírus,,Gustavo Queiroz,27.09.2021 - 19h00,https://lupa.uol.com.br/jornalismo/2021/09/27/verificamos-oms-cronograma-cepas,"circula pelas redes sociais que a organização mundial da saúde (oms), o fórum econômico mundial e outras organizações teriam criado um cronograma de liberação de futuras cepas do novo coronavírus (sars-cov-2), com o objetivo de forçar uma vacinação periódica da covid-19. a legenda diz ainda que as vacinas encheriam o corpo de óxido de grafeno para conectar as pessoas ao 5g. por meio do projeto de verificação de notícias, usuários do facebook solicitaram que esse material fosse analisado. confira a seguir o trabalho de verificação da lupa:",1,
44646,JN: Lula diz ser seu órgão e lei criados por FHC para combater corrupção,,"Bruno Nomura, Emanuelle Bordallo, Iara Diniz e Nathália Afonso",25.08.2022 - 23h20,https://lupa.uol.com.br/jornalismo/2022/08/25/jn-lula-orgao,eu escolhi [o procurador-geral] da lista tríplice - luiz inácio lula da silva,1,
44106,É falso que funcionários da Pfizer receberam lote especial da vacina da Covid-19,,Por Evelyn Fagundes,15.08.2023 - 14h25,https://lupa.uol.com.br/jornalismo/2023/08/15/e-falso-que-funcionarios-da-pfizer-receberam-lote-especial-da-vacina-da-covid-19,"vídeo mostra funcionários da pfizer em uma audiência do senado da austrália. segundo a legenda, eles teriam afirmado que receberam um lote especial da vacina contra a covid-19, diferente daquele distribuído ao público. . o vídeo foi tirado de contexto. a pfizer afirma que a mesma vacina foi oferecida aos colaboradores e à população.",1,
49627,        Homem erra ao dizer em vídeo que pesquisa Datafolha não tem registro 24/08/2018 19h18 , UOL Confere ,,24/08/2018 19h18,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/08/24/internauta-erra-ao-dizer-em-video-que-pesquisa-datafolha-nao-tem-registro.htm,"a pesquisa do instituto datafolha, divulgada na última terça-feira (21), não tem registro na justiça eleitoral. o se espalhou nas redes sociais e no whatsapp após um homem, que não se identifica, gravar um vídeo lendo o resultado da pesquisa no portal “g1” e procurando o registro dela no site do tse (tribunal superior eleitoral). como o usuário preencheu os campos de busca no site do tse de maneira errada, ele não consegue encontrar o registro da pesquisa e, então, acusa: “ou a ‘globo.com’ está mentindo, ou o datafolha está mentindo, ou o tribunal superior eleitoral está mentindo. são três responsabilidades: de quem registra, de quem diz que registrou e de quem está passando a informação”.",1,
49046,        Covid: Estudo belga não prova eficácia da cloroquina no tratamento precoce 02/09/2020 18h35 , UOL Confere ,"Do UOL, em São Paulo*",02/09/2020 18h35,https://noticias.uol.com.br/comprova/ultimas-noticias/2020/09/02/covid-estudo-belga-nao-prova-eficacia-da-cloroquina-no-tratamento-precoce.htm,"um estudo belga tenha comprovado a eficácia da hidroxicloroquina no tratamento precoce da covid-19. a afirmação foi feita pelo deputado marco feliciano (republicanos-sp) em sua página no facebook. o deputado compartilha o link de um texto do site conexão política, sobre um estudo realizado na bélgica, com 8.075 participantes. a pesquisa realmente existe, mas, apesar de apontar uma redução da mortalidade por covid-19 em pacientes medicados com doses baixas de hidroxicloroquina, é insuficiente para levar a qualquer mudança quanto a recomendação da droga no combate ao novo coronavírus - o medicamento continua sem ter sua eficácia comprovada. além disso, o estudo analisou pacientes em diferentes fases da doença, e não apenas os que receberam a droga no início da manifestação dos sintomas.",1,
48840,        Estudo no México não prova que ivermectina reduziu internações por covid-19 20/05/2021 19h40 , UOL Confere ,,20/05/2021 19h40,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/05/20/estudo-no-mexico-nao-prova-que-ivermectina-reduziu-internacoes-por-covid-19.htm,"circula nas redes sociais que um estudo na cidade do méxico teria mostrado que a ivermectina reduziu em até 76% o número de hospitalizações entre casos de covid-19. a pesquisa existe e foi divulgada pelo governo em 15 de maio, mas não é capaz de comprovar segurança e eficácia do tratamento com o vermífugo contra o novo coronavírus. os dados são preliminares e não foram publicados em nenhuma revista científica. isso quer dizer que esses números não foram revisados e validados por outros cientistas e, portanto, devem ser vistos com cautela. além disso, o estudo foi feito por meio de consulta a bancos de dados, em nível populacional, e tentou medir os resultados da entrega de um kit composto por três medicamentos, e não somente pela ivermectina, entre outros materiais de apoio. não se trata de um ensaio clínico.",1,
48799,        Vacina contra covid não tem efeito magnético 14/06/2021 18h28 , UOL Confere ,,14/06/2021 18h28,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/06/14/vacina-contra-covid-nao-tem-efeito-magnetico.htm,"a vacina contra o coronavírus seja capaz de magnetizar a pele no local da aplicação, ao contrário do que alega uma idosa em um vídeo que viralizou no facebook. em vários outros experimentos também publicados na internet, é possível ver que basta um pouco de umidade para que uma moeda, ímã ou qualquer objeto pequeno e leve fique grudado no braço de qualquer pessoa — tendo ela tomado ou não a vacina.",1,
48684,        É enganoso que uso de máscara siga palavras de vidente e não de cientistas 03/09/2021 12h58 , UOL Confere ,,03/09/2021 12h58,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/09/03/e-enganoso-que-uso-de-mascara-siga-palavras-de-vidente-e-nao-de-cientistas.htm,"o conteúdo postado por um médico no twitter, no qual ele sugere que não há benefício do uso comunitário de máscaras contra a covid-19. na postagem, ele recorre ao resultado de um estudo feito em 2020 na dinamarca, o danmask, a fim de contrapor uma notícia em que a revista istoé ouve um vidente. os próprios autores do danmask, contudo, consideram os resultados do estudo inconclusivos. no texto publicado pela istoé, o vidente conhecido como mestre josé pede que as pessoas não parem de usar máscaras e afirma que haverá o ""maior caos da história"" se acabar a obrigatoriedade. o médico ricardo ariel zimerman, então, compartilha uma imagem com o título do texto da revista e uma foto do vidente. ele comenta que ""o maior ensaio clínico randomizado conduzido até o momento"" não demonstrou ""benefício com o uso comunitário de máscaras"", mas, o vidente, sim, ironiza.",1,
48672,        Post engana ao comparar ação da vacina contra febre amarela e da covid-19 14/09/2021 11h13 , UOL Confere ,,14/09/2021 11h13,https://noticias.uol.com.br/comprova/ultimas-noticias/2021/09/14/post-engana-ao-comparar-acao-da-vacina-contra-febre-amarela-e-da-covid-19.htm,"um tuíte que faz referência à vacina da febre amarela para gerar desconfiança nos imunizantes contra a covid-19. afirma o post: ""não conheço ninguém que tomou a vacina contra febre amarela e contraiu febre amarela"". de acordo com a doutora em microbiologia da universidade federal de minas gerais (ufmg), jordana graziella alves coelho dos reis, a família dos coronavírus possui características que são mais contagiosas.",1,
